complexity_score,department_count,original_cost_usd,change_domain,risk_level,cost_overrun_usd
6.381099809299767,2,56293.17312772371,Software,High,19054.86451893847
9.296868115208051,2,299667.2562664985,Mechanical,Medium,68914.5456055372
1.7964325184672756,3,48410.83779716003,Electrical,Low,11801.232169188877
2.763845761772307,5,188620.4520807144,Electrical,Medium,24194.77388268666
1.4070456001948426,5,275495.87828861986,Software,High,61820.80628972465
3.927972976869379,2,194937.74651629367,Software,Medium,35014.233621935804
4.498095607205338,3,82678.21693118544,Electrical,Medium,19858.242047077547
3.442141285965063,3,137621.86244953916,Mechanical,Medium,20862.42421630329
8.458637582367365,4,464230.44889143994,Software,High,142216.30408437934
4.210779940242303,5,338315.15551759134,Mechanical,Medium,101904.3066521588
3.5284105871864266,1,248527.87150126338,Mechanical,Medium,20704.28885685173
5.884264748424236,5,7344.730103459866,Software,Medium,1874.4977337335902
2.2683180247728636,5,496215.28484424565,Mechanical,Medium,123921.01461816304
8.219772826786357,4,336056.012512427,Mechanical,High,111307.23955239919
1.6709557931179373,1,159144.31619512753,Electrical,Low,10178.543427670875
9.881982429404655,4,439755.06133892125,Mechanical,High,154154.09160090348
7.9502029236699165,1,129957.37852561723,Electrical,Medium,30452.991352942434
2.7884411338075514,2,272464.27301219304,Software,Low,50360.6620556793
1.0496990541124216,1,318399.3111011827,Software,Low,27838.210687661107
8.339152856093508,4,111310.6223554105,Electrical,High,50005.34043345546
7.361716094628554,5,489220.24212149734,Software,High,177109.5028773291
7.561064512368886,1,374347.7610835198,Mechanical,Medium,92850.45911493267
7.941433120173512,1,279348.7995300239,Mechanical,Medium,46796.906620001086
1.6664018656068134,3,91116.70448947515,Mechanical,Medium,22932.603410681946
4.226191556898454,5,27875.245292015035,Software,High,10924.293134996731
2.0428215357261674,2,160709.85642797075,Mechanical,Low,18360.071149124673
8.767930832880342,4,376840.480620788,Software,High,163264.6206656061
6.609683141448022,2,135396.31785271052,Mechanical,Medium,34978.86312385577
3.9780822236738427,5,270238.5540272571,Electrical,High,104669.68506583461
1.5720251525742128,1,364245.64118864085,Software,Low,-11116.390685628554
3.79884089544096,1,54863.91360858571,Software,Low,8940.084921509693
3.9266498982407234,5,342963.7100418208,Mechanical,Medium,80944.4726569233
7.566455605042576,1,46843.572967312306,Software,Medium,9698.985116734271
6.738017242196918,1,482599.7413213713,Software,Medium,87827.15917785703
8.98491468318694,1,244708.67090240485,Electrical,Medium,53141.98335981221
5.249934326457543,4,76187.37774722882,Electrical,Medium,20791.994809431177
2.0763482134447155,4,171849.4343807397,Mechanical,Low,32328.12516699894
7.419203085006955,3,207294.80819833546,Electrical,High,68849.52291153984
7.847065437552077,2,379334.32052719215,Mechanical,High,138333.75559267256
6.051494778125466,5,371968.46925222804,Mechanical,High,134531.22393722585
7.938704619591049,5,306358.31216332817,Mechanical,Medium,90301.866874034
5.444160367279517,5,53859.42556668798,Software,High,22891.023952404186
5.704595464437946,3,76633.11642224912,Electrical,High,20985.587822791982
4.847869165226947,4,47784.703402132756,Mechanical,High,10843.903187178772
1.2287721406968566,3,289009.21886048745,Electrical,Medium,38163.59731203117
1.97102284293974,5,438692.0823141906,Mechanical,Medium,83479.81741329077
1.2828626711806081,2,217466.45561513113,Electrical,Low,31602.09301047494
6.727693701374023,1,81263.23880491535,Electrical,Medium,14325.181354297449
3.82920382968694,4,279463.12024933455,Mechanical,Medium,62933.4233911832
5.577136220482325,4,406064.3562159892,Software,Medium,137610.28773367923
9.168098265334837,3,371114.31869495206,Electrical,High,143842.8670666761
3.2436300623398746,4,440843.93905783567,Software,Low,100300.90823129468
4.693446307320667,5,139673.14652718505,Software,High,43846.90987425999
7.799960246887438,5,97782.97976661965,Mechanical,High,29113.566968939445
3.059183489424602,3,440028.4264850274,Mechanical,Medium,18033.321092474725
1.6928191884591368,5,329122.5960762335,Mechanical,Medium,49190.09011499305
3.6077630762239123,2,156153.53607376953,Electrical,Medium,2357.584748496337
2.4509915852860398,3,371431.6772356821,Mechanical,Medium,64050.542012408
9.367278871083158,2,407744.0738557036,Mechanical,Medium,86184.18552605459
8.273083416079754,1,307874.1419302251,Electrical,High,70326.92299333973
6.700633808593811,2,344254.17083007767,Electrical,Medium,67836.39049421022
8.84314531168946,1,188254.6923168905,Mechanical,Medium,31196.733641197738
8.23304869209203,1,269809.1380041765,Mechanical,Low,58288.0938432021
2.6791305299743224,2,262555.42619235493,Mechanical,Low,43470.84885972129
9.0330309864098,3,424175.84777425515,Mechanical,High,131665.77662793812
5.854080177240856,5,420142.0261608091,Software,High,136944.09333515333
8.266961396476562,5,416507.55420417455,Software,High,160250.95187224634
9.06482169931144,1,6504.775516970431,Mechanical,High,1532.6566046159915
3.8620312747467747,1,375023.1967499752,Software,Medium,52004.78368732113
1.9904673207490908,3,379579.5186653914,Electrical,Low,25927.587984171216
3.051416462877475,4,339511.0326047158,Software,Medium,69279.63534639226
4.843970097636307,2,378376.06428783486,Software,Medium,53313.705202662044
8.362132893302437,1,421143.21537685767,Mechanical,Medium,52055.346785707094
8.74657524930709,5,235689.20799679102,Software,High,83009.72698507314
1.0625691747807164,3,251523.05653073514,Software,Medium,24914.568213590785
5.596725723198092,2,63232.31439878385,Software,High,20700.80096576375
4.7566990283390105,3,193302.56564063355,Software,High,56060.782827382754
2.9989702942365724,2,322039.2247759804,Electrical,Medium,28072.378704819293
2.0787883060031453,2,390419.48829749,Mechanical,Medium,79503.1267482752
4.038536542632651,1,109387.33974791407,Mechanical,Medium,17710.091235395976
9.486187335212673,3,69773.62668045846,Electrical,High,23407.425439638366
3.908826388186797,3,331857.9602457456,Software,Medium,30179.390737865273
5.669115595690295,5,1938.06187893041,Electrical,High,608.1774905600023
7.3271706300566,5,90007.91956935759,Software,High,31402.134464062874
4.272666421413646,1,15506.618791632913,Electrical,Low,2365.404641003713
9.746038744488645,1,84275.67380958059,Mechanical,Medium,20778.45447550261
9.662025654479,4,91478.3206828271,Mechanical,High,37987.24075509272
3.2660406624282774,5,194449.1237804467,Mechanical,Medium,23026.128246310174
5.475236553031469,2,201761.23521859144,Software,Medium,36832.27803382378
3.707904788350927,3,437256.97283450863,Software,Medium,68928.21873326378
3.5635644493972087,1,255544.74653691376,Electrical,Low,65765.03608094377
1.3319825261907952,3,361978.97804053087,Electrical,Medium,48220.834035884705
6.486079005819072,3,52964.541602223435,Mechanical,High,14626.609694868863
5.524111209059753,4,113493.93897638323,Software,High,36134.21288592101
1.463308761249904,5,351768.77704835974,Electrical,Medium,60335.80874834213
3.507818178129503,1,27349.176273795518,Software,Medium,633.5520731779452
9.174392973699883,3,243812.23345963281,Software,High,89730.48880770685
3.1560570160027517,1,300085.113865804,Mechanical,Low,30552.55090565716
2.304053848821008,2,301470.67638218804,Mechanical,Medium,37149.10002337751
5.405074842498067,4,12443.472822752974,Software,Medium,2083.008680057478
9.870854086995406,2,161731.89411036356,Software,High,45829.49777829568
3.178497443603504,1,318608.83487352787,Software,Low,51494.062771010336
7.049219926652907,1,75350.86833847247,Software,Medium,17418.1920013518
7.854576537958458,5,348012.40851569857,Mechanical,High,135280.6287453753
3.1387378959315972,3,373216.6791980236,Electrical,Medium,24834.281368640524
7.553947137506736,3,491002.6260326265,Mechanical,High,170604.9385851359
4.310048194473279,2,105711.1554333483,Electrical,Medium,6855.780211829956
6.690752475342215,4,412740.20316539146,Software,High,122708.69647572018
6.7017673968480524,3,260627.99188240836,Electrical,Medium,66148.53980544009
5.821972156672826,5,187357.83547594256,Mechanical,High,69361.651798338
1.8126079304896747,2,62066.001905263794,Mechanical,Low,8691.566946371653
8.517722460303142,2,368017.29763728124,Software,High,141101.86891687918
3.8870205847456223,5,118692.94197269986,Mechanical,Medium,28047.86219633961
2.678666593598688,4,186339.57893464982,Software,Low,12900.109726112814
1.3669762739928752,5,32208.57122178685,Mechanical,Medium,4896.607944444157
6.318036488694176,4,400882.09099394,Mechanical,High,129360.69183014914
7.098079256580542,5,383527.67346185003,Software,High,133672.47345786612
1.1492904603507053,5,367074.2991911139,Electrical,Medium,50062.54663782636
5.608837524693529,1,150422.31173545145,Mechanical,Medium,15437.053068473411
3.0384619767814414,2,87566.55705871266,Electrical,Medium,22383.253513771393
6.806555113685048,5,319139.0789706446,Mechanical,High,106165.15241828795
2.569297861044923,5,248587.0256724965,Mechanical,Medium,76097.35355171698
7.218439642922194,3,89947.98098541614,Mechanical,Medium,14500.700603293097
4.480618116704837,2,343269.724253882,Mechanical,Medium,65242.62479502971
9.43056989863061,3,495572.0894788305,Electrical,High,179863.2410627227
2.2376884973139393,2,373862.5742832768,Electrical,Medium,28962.33023885325
4.069597159452327,3,370253.20695612027,Mechanical,Medium,54673.84778746219
2.021261691165302,5,475206.0637123653,Mechanical,Medium,85329.15170148764
9.322242564507064,5,102265.24741987619,Electrical,High,35550.24375519415
8.896054180428829,1,283209.43249579874,Software,Medium,53989.28549927732
3.3214746494364005,3,489843.7108019078,Software,Medium,20366.23121553721
6.939856414307611,4,83481.7613741171,Electrical,Medium,22512.830941557357
8.354999801810942,1,350425.727762816,Mechanical,Medium,89948.18015750573
5.996807304395161,3,293319.2628399791,Mechanical,Medium,65313.48676841389
5.766855205204059,3,293653.0670021648,Software,High,120314.28202761362
3.1766706181040654,1,349137.6431325175,Software,Medium,52983.337873164186
1.837924910253093,5,464878.8445149664,Electrical,Medium,109111.41402477484
9.074941821579941,3,391508.3879858176,Software,High,159751.97094637857
9.103762514469974,5,29011.91560468879,Electrical,High,7224.134381064479
6.697913115459412,1,426511.2819179799,Software,Medium,81741.89232565461
4.051268119438306,5,113545.12363294058,Software,High,27435.03100511067
4.142886171513948,2,189080.1682034496,Software,High,36511.02500826736
7.533601109832154,4,231404.6739925787,Mechanical,High,67721.81656642756
9.073992339573193,3,240972.09437578177,Mechanical,High,79635.03483143619
8.983777818386056,4,218155.01922842304,Mechanical,High,86668.55302534823
8.018879912718615,5,468739.29381371633,Software,High,183737.6892701989
6.77828481538859,3,353303.48482434824,Electrical,High,109893.3541895761
1.7572596849554394,5,315954.1523323965,Electrical,High,98733.48219946341
2.454658426851524,2,25871.171863687836,Electrical,Low,4294.464282085681
9.086987696743714,1,452052.751799927,Electrical,Medium,103265.13367207831
6.457861536936309,3,454785.7058121897,Mechanical,Medium,54866.568080459394
1.0827734645496667,2,390326.31865162106,Mechanical,Low,27039.84108751367
1.913243885794289,2,4507.572702995959,Software,Low,540.976563256785
6.971515921972502,3,29582.845287734053,Software,Medium,7432.553294151312
1.0455542546159682,5,113386.62743197639,Electrical,Medium,11254.113842514718
2.4472724627574878,2,66543.35466430844,Mechanical,Low,8393.90036218225
5.938604104299275,4,200019.178822161,Electrical,Medium,28162.268085713244
7.227056779234239,2,461388.90598580707,Software,Medium,115209.61770485461
6.867651335523405,5,236558.15666430214,Software,High,86374.98454637224
3.018423785145038,5,7687.910589650639,Electrical,Medium,983.818496878843
7.409612992127823,4,142090.09909980223,Software,High,38862.74585850676
3.135241787471201,2,23252.859278107808,Electrical,Medium,3636.7523158235053
3.9285972834334095,5,19107.523684137577,Mechanical,Medium,5305.565178247389
7.718422646062217,3,138584.20669468056,Electrical,Medium,23689.175166652774
6.846696091424932,1,138530.55700079375,Mechanical,Medium,29372.723602744263
8.643010694447602,1,393776.1746982004,Mechanical,Medium,67939.49284679821
6.91851603070309,1,487442.49173777486,Software,Medium,104769.64404867217
6.114777430019244,2,186232.33985110914,Software,Medium,40204.062303635445
1.8430729104528323,4,215014.55255165827,Software,Medium,35565.790585516566
4.309442227534902,5,422549.9287067247,Electrical,Medium,51940.71111171323
3.386821309135529,3,134801.37102766117,Electrical,Medium,26267.611129555204
3.195906790411752,3,79034.52039732054,Software,Medium,14466.444265598735
9.75709499277201,2,426691.72207842156,Electrical,High,152276.85107826878
4.537879522000844,1,24203.792633592682,Software,Low,3578.5766310632694
9.02841899659402,2,310230.0206595084,Electrical,High,87325.69937671878
6.680247633975366,4,281434.4308859366,Mechanical,High,108169.84502606117
8.153301731874835,4,173614.30330334543,Mechanical,High,68960.73185172267
5.523733837946729,5,158279.57102758213,Software,High,44173.43330239352
6.192134961637232,5,386157.00536462903,Electrical,High,157782.50701650954
5.432659244369775,4,44125.880770510696,Electrical,Medium,9622.679100116575
2.7571868901824006,4,119155.37034638131,Mechanical,Medium,21187.57059410846
7.502069037353548,4,366491.9171872068,Mechanical,High,122303.21565110095
3.526951261967702,2,274611.9712794857,Software,Medium,38172.32697583777
1.2188436978830846,4,64866.116058259606,Mechanical,Medium,14064.765231683958
6.80925066316451,3,441185.671526748,Software,High,160500.0424578289
2.5939961146634403,1,197330.4754352322,Mechanical,Low,31474.663883337427
9.464127259176228,4,414106.31928576424,Mechanical,High,157853.24023916517
9.585357193023286,1,394068.79474832665,Electrical,Medium,101763.9094475608
9.233779511984036,2,312588.2977893923,Mechanical,High,89647.52269530049
4.331428302299,1,247746.0845162514,Mechanical,Low,40665.92762306915
1.1391095487598069,2,489795.8693504967,Software,Medium,48691.70531469177
9.354867063289529,3,73337.5711175287,Mechanical,High,18138.783625301458
4.8536573348558285,2,362852.7080480063,Software,Low,30298.120235513943
9.699893371393026,2,96404.1600309297,Mechanical,High,29147.74587811597
9.672579793803276,5,169793.28956084183,Mechanical,High,70607.92754999717
8.677085099206241,4,155040.67294322443,Software,High,50706.406675169725
3.6500400286262713,4,473570.9578816228,Electrical,Medium,73495.73283739628
4.465879557417328,3,483710.7327163493,Software,Medium,104070.96368160973
8.660230043651712,3,92324.70667312885,Software,High,28819.419822475294
3.852298046406499,4,11995.544988454589,Software,High,4250.319472352876
2.5254347201748324,5,360284.01179189346,Electrical,Medium,88679.48081714955
6.0112113621251515,4,209576.97700137168,Mechanical,High,67329.16834207953
9.425392967447028,5,45331.28229869463,Software,High,19449.566503741138
7.264268170074757,3,342193.2986829442,Software,High,119708.1283957877
6.1305505308042845,1,273007.65860208916,Electrical,Medium,40862.41970802069
1.8745884439369167,3,490277.8941785519,Software,Medium,88838.62888647482
6.535065040292528,3,114477.33843482808,Mechanical,Medium,29589.081114625555
9.91048465093837,2,202584.96028694758,Electrical,High,58959.4168757632
2.260756137128716,2,271730.35589431605,Mechanical,Low,35756.664383371266
5.664966871273631,2,396058.2942382225,Mechanical,Medium,72122.09426532727
8.896357647351598,2,274870.4897033093,Electrical,High,100582.35174416048
7.66691755978784,5,306837.18027011264,Software,High,105187.11331409795
7.273141668957412,4,113847.37874338044,Mechanical,High,35202.646474409994
7.322356755883983,1,423612.44531619136,Mechanical,Medium,79760.0109027973
4.2354203609777965,3,214886.6429382674,Mechanical,Medium,49982.47554470894
3.64232659838044,5,71338.85413336287,Mechanical,High,17454.195167603528
8.284250399306622,1,332429.76933820324,Electrical,High,80788.2288697042
8.291020552112627,5,108829.13613946845,Electrical,High,37909.54812634242
8.803650867220933,5,49683.692609410566,Mechanical,High,18130.86670804969
9.219164973008242,3,431131.46729373187,Software,High,112097.77475005077
5.60208158974844,4,230620.9699797314,Mechanical,High,89697.9479617106
5.513646652184796,2,374892.5726351924,Software,Medium,62303.16054464237
8.184656610700976,4,146003.1923433712,Mechanical,Medium,34860.397169582706
6.849675376999887,3,393698.0973239155,Software,High,155068.6284547375
7.31770189531933,3,56856.027583743635,Mechanical,High,20221.142042644056
8.16213402492491,3,178630.7135236315,Software,High,54600.4276119694
9.010048076358096,1,489052.84716879076,Mechanical,Medium,104354.64104558821
4.041956411663822,4,397200.868467635,Mechanical,Medium,74889.2405947462
4.380246573759496,4,249130.7092270294,Software,Medium,66797.2350419817
1.845837458567821,5,170548.95830938066,Electrical,Medium,28876.727423268927
6.204521268965566,5,436195.7143112158,Software,High,118193.70278393012
1.3234804641706788,5,272879.0317831733,Electrical,Medium,20736.350946925522
5.190382163192141,3,379454.0839166864,Mechanical,Medium,99270.42474998474
5.883801712368189,4,377299.7324777659,Software,Medium,67471.11167784691
3.5788712691545594,3,9954.893605677424,Software,Medium,1963.041823572983
6.317499345121097,1,64000.63761351412,Software,Medium,10774.549692261438
1.2745022494514449,5,330155.05383097637,Electrical,Medium,48956.974260232586
1.3361336987429298,3,81648.28583164985,Electrical,Medium,9556.902024841062
8.403405045936925,3,128491.17898314675,Mechanical,High,53352.103452519565
4.241715772701366,1,473372.339145604,Electrical,Low,28981.06887750904
2.143544613866963,2,280530.946929081,Electrical,Low,28847.11163682693
5.700189340493239,4,375614.02399267425,Mechanical,Medium,97971.82962380911
7.9299419778874976,2,279432.3886525373,Software,High,68402.77954045316
2.9423892474715885,5,276704.2937765799,Software,Medium,71943.11059905475
6.606014282371002,3,47981.80315272325,Mechanical,Medium,12173.1130118298
1.768127184943912,1,172487.93311194243,Software,Low,18992.938169847213
1.4651354905174694,1,141933.01844456934,Electrical,Low,9483.84892136739
5.782191684113332,4,195973.454441193,Mechanical,Medium,28642.41547582387
5.865716094490959,2,399373.7499239398,Mechanical,Medium,85201.61148827795
6.736869113483859,4,186594.40129051555,Mechanical,High,87416.73097437635
7.534822003503954,3,226396.71279660967,Software,High,74782.67321145783
9.782668715162812,4,199293.31385217293,Mechanical,High,56885.83712697578
5.646703134710758,1,47610.5780156725,Mechanical,Medium,8454.513690326217
3.9066082564712135,1,221095.0069671411,Mechanical,Low,37942.616565711825
8.156675752918334,5,98609.027249213,Software,High,32191.65796266189
3.437490261358668,5,94174.9245907477,Electrical,Medium,15942.567632690532
4.950742786350725,3,47924.01611269891,Mechanical,Medium,7039.665614504498
1.7061074320803935,2,178978.8160967406,Electrical,Low,15933.305983228185
1.2281566907391177,4,378983.46050991927,Software,Medium,52987.267315797406
9.663835732101326,3,138944.40360111464,Software,High,43338.493586715056
8.523821084609853,5,156862.20184087128,Software,High,49578.71915033304
7.263767854843282,4,321694.65417853935,Software,High,111845.28125211774
4.680576499728429,5,98724.56548087252,Electrical,Medium,20838.34151339628
2.559648880637612,4,448582.0072813436,Mechanical,Medium,65754.33699380423
2.4079333840397745,2,260575.0711025257,Software,Medium,33947.32590805734
3.252186083481358,3,224353.86721978826,Software,Low,18570.668345607646
5.943039982355084,4,279352.2757726715,Electrical,High,92830.3663653557
7.431363304300561,1,83851.12239468153,Electrical,High,21858.817008894384
6.941776390459581,1,307123.09618094895,Software,Medium,57155.95195064908
3.5194050725134858,4,182187.2675803712,Mechanical,Medium,36942.75561585528
9.593787525968747,4,448695.98414134484,Mechanical,High,193147.63718778972
7.641072250261916,4,85258.24913216538,Software,Medium,21294.424677071962
5.989186472602606,1,254018.5008288551,Electrical,Medium,54150.073493159965
6.5054867161091705,1,299458.20205514,Software,Medium,45363.91795331756
4.776400561850109,4,17658.417291404232,Software,High,5084.514043958249
3.229578905510417,5,182482.86925331398,Electrical,High,53631.21799705
4.2037541078613545,5,366584.98211571557,Software,Medium,92292.37232761827
7.820614994179322,2,410368.3762170377,Software,Medium,98019.43259709787
1.1295413976678028,3,157267.8354138239,Software,Medium,21026.19296340046
2.0446537645622462,5,399498.04291899287,Electrical,Low,47653.34078901809
1.4140237781957747,1,483910.182674591,Mechanical,Low,58970.899246186214
1.3665592208707311,5,428580.09410147194,Mechanical,Medium,54613.17133562449
8.699145256099065,2,59704.35009150327,Electrical,High,16400.325793024604
7.332920734420213,2,370125.43571068475,Mechanical,Medium,52953.68194368442
5.267564461785927,3,160513.7493878318,Software,Medium,29671.77418108248
1.8805074458590134,5,494219.5787166262,Mechanical,Medium,118016.58438802687
5.4245428760514915,1,243194.1325967837,Software,Medium,25073.343262220682
5.261245937025091,1,62094.51528111158,Mechanical,Low,14458.551821935911
2.5588168291901368,4,362867.58846566797,Electrical,Medium,77607.49395169776
4.904664843141758,1,162182.5879947207,Mechanical,Low,11407.902072222523
4.586542609576361,3,498542.0003837492,Mechanical,Low,79596.9067025432
6.542650882469948,3,489911.4464694064,Mechanical,Medium,76488.52682567996
6.715842857808794,1,328410.8749922698,Electrical,Medium,66991.02887340605
1.4077360879484007,1,65783.39802690707,Mechanical,Low,2743.6856719685816
4.371513531638241,4,343743.6378398395,Electrical,Medium,39364.397061834876
6.632739241428127,1,47422.21274355357,Software,Medium,7265.31060871729
5.528226327220789,4,15652.715392093767,Mechanical,Medium,4248.038931656625
8.7084085706949,4,411656.26466452156,Electrical,High,144491.47954389427
6.928242684570505,1,105666.720894157,Electrical,Medium,20483.053578218445
2.466409843732867,2,190134.5359833296,Mechanical,Low,28302.990198722073
1.6351187266038685,2,486755.2375981104,Software,Low,18941.10717494247
6.78177350385684,4,169083.41042869052,Electrical,High,48486.00305687271
1.2386017948745964,1,148948.40086037433,Mechanical,Low,13241.845927263823
6.2719802314611695,2,459185.7918117648,Software,Medium,71730.3099207257
9.462072172824618,1,56263.474214160095,Electrical,High,22345.25315429629
6.179267600882911,1,380031.62264720123,Electrical,Low,38486.90233550189
4.493529335858697,1,494044.71775973425,Software,Medium,45422.43917677932
6.789593965981179,5,450746.70937654976,Software,High,165140.57786110794
5.12427601442365,1,326182.29143450654,Mechanical,Medium,37664.09740059856
5.910551103843415,5,157716.33670137325,Mechanical,High,30607.47900210803
9.473183278988726,4,127906.66860798004,Electrical,High,59966.71503839507
4.474923740206968,2,409808.2973308591,Software,Medium,42377.6968825298
9.650715074415228,2,440031.13506189594,Software,High,159645.65535755007
9.148155777604574,2,263192.0213603007,Software,High,69628.18042537506
2.762120213103668,2,122925.63045244661,Electrical,Low,10851.881766656152
1.624251707876489,2,57358.660997175604,Software,Low,1905.2898399422988
1.9070020123968399,2,44502.554448083756,Software,Medium,3628.9768310785707
1.1639964308639477,2,359819.64622957393,Electrical,Low,27074.937138826746
1.8499866468033557,4,210639.24519601476,Mechanical,Medium,31832.122028321024
7.147060960747211,1,452774.5772646573,Mechanical,Medium,71799.84798088284
1.6406978361420608,3,370095.97906265507,Electrical,Low,23143.758192166333
3.8707806726438516,5,96438.94853937876,Software,Medium,17539.035123079186
8.60387779872509,3,307274.9319890338,Electrical,High,126415.58041040703
1.209447421622433,3,218317.2217446815,Mechanical,Medium,42476.069069248595
8.330216343300423,1,289047.6156535379,Mechanical,Medium,62936.53313398627
3.5366929729605996,1,369296.4925459201,Electrical,Low,57686.09043165606
2.0634834485949063,1,403291.74462089164,Electrical,Low,82268.85086438435
7.270634488277356,2,422024.9258769554,Mechanical,Medium,96062.11560359228
6.660485621018956,4,127733.46241144034,Electrical,High,46254.42976718694
8.897248121743477,2,16526.684358761486,Mechanical,High,4052.8317074265315
7.615639394234972,4,369908.0728472218,Electrical,High,106756.60279724751
8.231328373463636,4,54065.51940163152,Electrical,High,19022.164172122026
3.538311153141758,3,158144.87471787084,Electrical,Medium,19404.780353048234
2.5969558940175053,3,2904.7499280492248,Mechanical,Medium,287.734576370985
7.755532764767725,4,341153.07171840844,Electrical,Medium,68984.57595758542
8.261512653405376,4,84398.87372413941,Mechanical,High,23863.288461287317
9.91454627800606,2,327985.92243613745,Mechanical,High,98116.65082731647
4.713559092202838,2,495879.5659667516,Electrical,Medium,88105.48326867593
4.348162772135049,3,37262.764933398124,Electrical,Medium,9876.072462568987
7.987716646677971,1,39461.927963778886,Mechanical,Medium,9063.01811519178
4.06723186227716,4,170849.66624067078,Mechanical,Medium,38068.0823189973
9.376815930432082,2,433326.87061141967,Software,High,108104.46792794495
8.725714766587107,3,108549.4045268746,Mechanical,High,37650.42139501738
4.860946246375165,2,180828.53214524343,Software,Medium,28854.121460315728
7.757839610123476,4,35184.197906862806,Software,High,12698.140595902136
7.7908858667621415,4,381814.4903381858,Software,High,125551.64440879885
1.9281148195233935,5,204744.8650369661,Electrical,Medium,53648.38778403772
9.1229761601161,1,379865.1177973606,Electrical,Medium,79575.44333745491
5.547271352030714,5,451900.3143290508,Mechanical,Medium,108781.55122990276
8.438117194969674,3,117148.81040354309,Software,High,27934.104164846227
3.880446409275506,2,403890.6191396357,Electrical,Low,57705.02890289239
9.059709056465804,3,30487.851149048383,Electrical,High,12297.537058577691
4.502815108607468,4,449524.84670194343,Electrical,High,146239.87581685343
1.0975388633226852,5,325733.5052318149,Electrical,Medium,19115.19386852261
9.148437787773373,5,437239.13534503744,Electrical,High,159479.83224908423
